stateName,placeName,DisasterCount Biological,DisasterCount Drought,DisasterCount Earthquake,DisasterCount Fire,DisasterCount Flood,DisasterCount Hurricane,DisasterCount Severe Storm,DisasterCount Snowstorm,DisasterCount Tornado,Total RiskScore
Alabama                       ,Autauga (County),9,2,0,0,14,55,66,2,0,618
Alabama                       ,Baldwin (County),9,2,0,0,10,179,68,2,12,1152
Alabama                       ,Barbour (County),9,2,0,0,12,42,102,2,0,710
Alabama                       ,Bibb (County),9,2,0,0,12,36,55,2,0,488
Alabama                       ,Blount (County),9,2,0,0,12,14,126,2,12,728
Alabama                       ,Bullock (County),9,2,0,0,12,41,77,2,0,598
Alabama                       ,Butler (County),9,2,0,0,0,78,89,2,0,738
Alabama                       ,Calhoun (County),9,2,0,0,0,43,87,2,0,612
Alabama                       ,Chambers (County),9,2,0,0,4,35,97,2,0,622
Alabama                       ,Cherokee (County),9,2,0,1,0,38,99,2,12,674
Alabama                       ,Chilton (County),9,2,0,0,14,40,59,2,12,586
Alabama                       ,Choctaw (County),9,2,0,0,18,92,59,2,12,806
Alabama                       ,Clarke (County),9,2,0,0,0,120,46,2,12,788
Alabama                       ,Clay (County),9,2,0,0,26,44,73,2,0,654
Alabama                       ,Cleburne (County),9,2,0,0,14,37,39,2,13,492
Alabama                       ,Coffee (County),9,2,0,0,24,70,104,2,0,872
Alabama                       ,Colbert (County),9,2,0,0,12,31,96,2,24,708
Alabama                       ,Conecuh (County),9,2,0,0,12,81,69,2,0,728
Alabama                       ,Coosa (County),9,2,0,0,14,48,53,2,0,540
Alabama                       ,Covington (County),9,2,0,0,12,91,125,2,0,990
Alabama                       ,Crenshaw (County),9,2,0,0,12,70,96,2,0,786
Alabama                       ,Cullman (County),9,2,0,0,36,43,144,2,24,1060
Alabama                       ,Dale (County),9,2,0,0,24,42,133,2,1,894
Alabama                       ,Dallas (County),9,2,0,0,24,57,68,2,0,686
Alabama                       ,DeKalb (County),9,2,0,1,28,34,173,2,12,1068
Alabama                       ,Elmore (County),9,2,0,0,16,48,84,2,0,664
Alabama                       ,Escambia (County),9,2,0,0,12,92,58,2,12,780
Alabama                       ,Etowah (County),9,2,0,1,28,26,119,2,24,882
Alabama                       ,Fayette (County),9,2,0,1,12,14,79,2,12,534
Alabama                       ,Franklin (County),9,2,0,1,12,22,67,2,24,566
Alabama                       ,Geneva (County),9,2,0,0,24,100,102,2,0,988
Alabama                       ,Greene (County),9,2,0,0,4,46,61,2,12,568
Alabama                       ,Hale (County),9,2,0,0,16,55,63,2,12,658
Alabama                       ,Henry (County),9,2,0,0,0,47,125,2,0,764
Alabama                       ,Houston (County),9,2,0,0,4,64,99,2,0,752
Alabama                       ,Jackson (County),9,2,0,2,16,22,93,2,28,724
Alabama                       ,Jefferson (County),9,2,0,1,40,48,151,2,18,1156
Alabama                       ,Lamar (County),9,2,0,0,12,31,109,2,24,762
Alabama                       ,Lauderdale (County),9,2,0,0,12,23,69,2,12,528
Alabama                       ,Lawrence (County),9,2,0,0,12,22,73,2,24,600
Alabama                       ,Lee (County),9,2,0,0,12,38,52,2,14,558
Alabama                       ,Limestone (County),9,2,0,0,4,14,91,2,24,608
Alabama                       ,Lowndes (County),9,2,0,0,12,66,27,2,0,498
Alabama                       ,MOWA Choctaw (SAIR),7,0,0,0,0,0,0,0,0,32
Alabama                       ,Macon (County),9,2,0,0,12,38,74,2,6,616
Alabama                       ,Madison (County),9,2,0,0,12,14,67,2,36,596
Alabama                       ,Marengo (County),9,2,0,0,4,72,30,2,0,500
Alabama                       ,Marion (County),9,2,0,0,12,31,106,2,24,760
Alabama                       ,Marshall (County),9,2,0,0,40,22,140,2,12,938
Alabama                       ,Mobile (County),9,2,0,0,12,202,77,2,12,1296
Alabama                       ,Monroe (County),9,2,0,0,12,95,37,2,1,654
Alabama                       ,Montgomery (County),9,2,0,0,16,41,42,2,2,504
Alabama                       ,Morgan (County),9,2,0,0,24,14,86,2,24,674
Alabama                       ,Perry (County),9,2,0,0,12,64,73,2,0,652
Alabama                       ,Pickens (County),9,2,0,0,12,49,26,2,12,472
Alabama                       ,Pike (County),9,2,0,0,12,55,57,2,0,568
Alabama                       ,Poarch Band of Creek Indians,15,0,0,0,0,16,0,0,0,138
Alabama                       ,Randolph (County),9,2,0,0,6,44,100,2,0,680
Alabama                       ,Russell (County),9,2,0,0,0,32,107,2,0,640
Alabama                       ,Shelby (County),9,2,0,1,28,27,71,2,6,638
Alabama                       ,St. Clair (County),9,2,0,0,40,27,124,2,18,938
Alabama                       ,Sumter (County),9,2,0,0,4,49,37,2,12,490
Alabama                       ,Talladega (County),9,2,0,0,30,48,55,2,1,628
Alabama                       ,Tallapoosa (County),9,2,0,0,12,38,67,2,0,540
Alabama                       ,Tuscaloosa (County),9,2,0,0,24,46,98,2,24,854
Alabama                       ,Walker (County),9,2,0,1,24,14,94,2,24,706
Alabama                       ,Washington (County),9,2,0,1,12,99,46,2,0,708
Alabama                       ,Wilcox (County),9,2,0,0,12,55,50,2,12,584
Alabama                       ,Winston (County),9,2,0,0,24,31,104,2,24,798
Alaska                        ,Alaska Gateway Regional Educational Attendance Area,10,0,0,0,29,0,9,0,0,194
Alaska                        ,Aleutian Islands (Census Subarea),0,0,0,0,0,0,0,0,0,28
Alaska                        ,Aleutian Region Regional Educational Attendance Area,10,0,0,0,0,0,0,0,0,46
Alaska                        ,Aleutians East (Borough),10,0,0,0,0,0,2,0,0,56
Alaska                        ,Aleutians East Borough School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Aleutians West (Census Area),7,0,0,0,0,0,9,0,0,64
Alaska                        ,Anchorage (Borough),10,0,16,0,8,0,15,0,0,200
Alaska                        ,Annette Island Regional Educational Attendance Area,10,0,0,0,0,0,0,0,0,46
Alaska                        ,Bering Strait Regional Educational Attendance Area,10,0,0,0,9,0,48,0,0,262
Alaska                        ,Bethel (Census Area),7,0,0,0,26,0,2,8,0,204
Alaska                        ,Bristol Bay (Borough),10,0,0,0,0,0,2,0,0,60
Alaska                        ,Chatham Regional Educational Attendance Area,10,0,0,0,0,0,0,0,0,80
Alaska                        ,Chignik Lagoon (ANV/ANVSA),0,0,0,0,0,0,14,0,0,54
Alaska                        ,Chignik Lake (ANV/ANVSA),0,0,0,0,0,0,14,0,0,54
Alaska                        ,Chugach Regional Educational Attendance Area,10,0,0,0,0,0,27,0,0,148
Alaska                        ,Copper River Regional Educational Attendance Area,10,0,0,0,33,0,9,0,0,208
Alaska                        ,Crooked Creek (ANV/ANVSA),0,0,0,0,23,0,0,0,0,92
Alaska                        ,Delta-Greely Regional Educational Attendance Area,2,0,0,0,0,0,0,0,0,10
Alaska                        ,Denali (Borough),10,0,9,3,0,0,38,0,0,244
Alaska                        ,Dillingham (Census Area),7,0,0,0,14,0,2,0,0,126
Alaska                        ,Dot Lake (ANV/ANVSA),0,0,0,2,0,0,0,0,0,8
Alaska                        ,Fairbanks North Star (Borough),10,0,8,10,14,0,29,8,0,350
Alaska                        ,Fairbanks North Star Borough School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Haines (Borough),10,0,0,0,0,0,0,0,0,80
Alaska                        ,Hoonah Angoon (Census Area),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Iditarod Area Regional Educational Attendance Area,10,0,0,0,18,0,0,0,0,114
Alaska                        ,Juneau (Borough),8,0,0,0,0,0,0,0,0,70
Alaska                        ,Kashunamiut Regional Educational Attendance Area,10,0,0,0,0,0,32,0,0,168
Alaska                        ,Kenai Peninsula (Borough),10,0,16,7,29,0,65,0,0,600
Alaska                        ,Kenai Peninsula Borough School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Ketchikan Gateway (Borough),10,0,0,0,0,0,0,0,0,46
Alaska                        ,Kodiak Island (Borough),9,0,0,0,8,0,25,0,0,194
Alaska                        ,Kusilvak Census Area,7,0,0,0,6,0,0,0,0,56
Alaska                        ,Kuspuk Regional Educational Attendance Area,10,0,0,0,46,0,0,0,0,222
Alaska                        ,Lake and Peninsula (Borough),10,0,0,0,0,0,2,0,0,56
Alaska                        ,Lime Village (ANV/ANVSA),0,0,0,0,14,0,0,0,0,58
Alaska                        ,Lower Kuskokwim Regional Educational Attendance Area,10,0,0,0,23,0,50,0,0,324
Alaska                        ,Lower Yukon Regional Educational Attendance Area,9,0,0,9,52,0,41,0,0,432
Alaska                        ,Matanuska-Susitna (Borough),10,0,19,21,47,0,41,0,0,556
Alaska                        ,Nome (Census Area),7,0,0,0,0,0,0,0,0,58
Alaska                        ,Nondalton (ANV/ANVSA),0,0,0,0,0,0,8,0,0,28
Alaska                        ,North Slope (Borough),10,0,0,0,8,0,35,0,0,240
Alaska                        ,Northway (ANV/ANVSA),0,0,0,2,0,0,0,0,0,8
Alaska                        ,Northwest Arctic (Borough),10,0,0,0,0,0,28,0,0,156
Alaska                        ,Petersburg (Borough),10,0,0,0,0,0,0,0,0,80
Alaska                        ,Pribilof Island Regional Educational Attendance Area,10,0,0,0,0,0,18,0,0,114
Alaska                        ,Prince of Wales-Hyder (Census Area),7,0,0,0,0,0,0,0,0,64
Alaska                        ,Prince of Wales-Outer Ketchikan (Census Area),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Red Devil (ANV/ANVSA),0,0,0,0,23,0,0,0,0,92
Alaska                        ,Sealaska (Native Regional Corporation),0,0,0,0,0,0,0,0,0,30
Alaska                        ,Sitka (Borough),10,0,0,0,0,0,0,0,0,46
Alaska                        ,Skagway (Municipality),9,0,0,0,0,0,0,0,0,74
Alaska                        ,Sleetmute (ANV/ANVSA),0,0,0,0,14,0,0,0,0,58
Alaska                        ,Southeast Fairbanks (Census Area),7,0,6,0,0,0,2,0,0,90
Alaska                        ,Southeast Islands Regional Educational Attendance Ar,10,0,0,0,0,0,0,0,0,80
Alaska                        ,Southwest Region Regional Educational Attendance Are,10,0,0,0,0,0,9,0,0,80
Alaska                        ,Stebbins (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Stevens Village (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Stony River (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Takotna (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tanacross (ANV/ANVSA),7,0,0,2,0,0,0,0,0,38
Alaska                        ,Tanana (ANV/ANVSA),7,0,0,20,44,0,12,8,0,404
Alaska                        ,Tanana City School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tatitlek (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Teller (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tenakee Springs (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tetlin (ANV/ANVSA),7,0,0,2,0,0,0,0,0,38
Alaska                        ,Tetlin (TDSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Togiak (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tok (ANV/ANVSA),7,0,0,3,0,0,0,0,0,42
Alaska                        ,Toksook Bay (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tuluksak (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tuntutuliak (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tununak (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Twin Hills (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Tyonek (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Unalakleet (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Unalaska (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Unalaska City School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Valdez City School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Valdez-Cordova (Census Area),7,0,6,0,12,0,2,0,0,140
Alaska                        ,Venetie (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Wade Hampton (Census Area),7,0,0,0,21,0,2,0,0,152
Alaska                        ,Wainwright (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Wales (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,White Mountain (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Wrangell (City and Borough),10,0,0,0,0,0,0,0,0,80
Alaska                        ,Wrangell City School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Wrangell-Petersburg (Census Area),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Yakutat (ANV/ANVSA),7,0,0,0,0,0,0,0,0,30
Alaska                        ,Yakutat (Borough),10,0,0,0,0,0,0,0,0,46
Alaska                        ,Yakutat City and Borough School District,7,0,0,0,0,0,0,0,0,30
Alaska                        ,Yukon Flats Regional Educational Attendance Area,10,0,0,2,43,0,0,0,0,222
Alaska                        ,Yukon Koyukuk Regional Educational Attendance Area,10,0,0,2,38,0,9,0,0,236
Alaska                        ,Yukon-Koyukuk (Census Area),7,0,3,3,43,0,21,8,0,368
Alaska                        ,Yupiit Regional Educational Attendance Area,10,0,0,0,20,0,0,0,0,126
American Samoa                ,Eastern (District),7,1,15,0,8,53,26,0,0,634
American Samoa                ,Manu'a (District),7,1,15,0,8,53,9,0,0,574
American Samoa                ,Rose Island (Island) (County-equivalent),7,1,15,0,8,53,9,0,0,502
American Samoa                ,Statewide,0,0,0,0,0,0,9,0,0,34
American Samoa                ,Swains Island (Island) (County-equivalent),7,1,15,0,8,53,9,0,0,502
American Samoa                ,Western (District),7,1,14,0,8,53,26,0,0,624
Arizona                       ,Apache (County),10,2,0,14,53,2,12,0,0,386
Arizona                       ,Cochise (County),10,2,0,11,36,2,14,0,0,322
Arizona                       ,Coconino (County),10,2,0,29,53,2,30,0,0,522
Arizona                       ,Cocopah Indian Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,Colorado River Indian Reservation (Also CA),10,0,0,0,0,0,0,0,0,46
Arizona                       ,Fort McDowell Indian Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,Fort Mojave Indian Reservation (Also CA),10,0,0,0,0,0,0,0,0,46
Arizona                       ,Fort Yuma (Quechan) Indian Reservation (Also CA),10,0,0,0,0,0,0,0,0,46
Arizona                       ,Gila (County),10,0,0,23,80,2,37,0,0,628
Arizona                       ,Gila Bend Indian Reservation,0,0,0,0,8,0,0,0,0,28
Arizona                       ,Gila River Indian Reservation,10,0,0,0,0,0,33,0,0,178
Arizona                       ,Graham (County),10,2,0,0,80,2,18,0,0,460
Arizona                       ,Greenlee (County),10,0,0,2,72,2,27,0,0,466
Arizona                       ,Havasupai Indian Reservation,10,0,0,0,18,0,18,0,0,182
Arizona                       ,Hopi Indian Reservation,10,0,0,0,0,0,48,0,0,232
Arizona                       ,Hualapai Indian Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,Kaibab Indian Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,La Paz (County),10,0,0,0,21,2,23,0,0,232
Arizona                       ,Maricopa (County),10,0,0,24,101,2,20,0,0,668
Arizona                       ,Maricopa Indian Reservation (Ak Chin),10,0,0,0,0,0,0,0,0,46
Arizona                       ,Mohave (County),10,2,0,7,44,2,40,0,0,430
Arizona                       ,Navajo (County),10,2,0,17,77,2,30,0,0,566
Arizona                       ,Navajo Nation Reservation (Also NM and UT),14,0,0,0,0,0,51,0,0,280
Arizona                       ,Pascua Yaqui Indian Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,Pima (County),10,0,0,14,92,2,9,0,0,524
Arizona                       ,Pinal (County),10,2,0,17,68,2,32,0,0,544
Arizona                       ,Salt River Pima-Maricopa Indian Community,10,0,0,0,0,0,14,0,0,100
Arizona                       ,San Carlos Indian Reservation,10,0,0,3,0,0,27,0,0,162
Arizona                       ,Santa Cruz (County),10,0,0,1,36,2,9,0,0,244
Arizona                       ,Statewide,0,0,0,0,0,0,1,0,0,6
Arizona                       ,Tohono O'odham Reservation and Trust Lands,10,0,0,0,0,0,27,0,0,148
Arizona                       ,Tonto Apache Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,White Mountain Apache Tribe,10,0,0,8,0,0,9,0,0,116
Arizona                       ,Yavapai (County),10,2,0,29,56,2,33,0,0,548
Arizona                       ,Yavapai Indian Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,Yavapai-Apache Nation Indian Reservation,10,0,0,0,0,0,0,0,0,46
Arizona                       ,Yuma (County),10,0,0,0,24,2,12,0,0,206
Arizona                       ,Zuni Pueblo (Indian Reservation),10,0,0,0,0,0,0,0,0,46
Arkansas                      ,Arkansas (County),10,0,0,0,26,4,69,8,9,592
Arkansas                      ,Ashley (County),10,0,0,0,20,14,18,8,27,390
Arkansas                      ,Baxter (County),10,2,0,0,20,4,84,0,0,588
Arkansas                      ,Benton (County),10,2,0,0,56,4,98,0,0,772
Arkansas                      ,Boone (County),10,2,0,0,44,4,90,0,1,646
Arkansas                      ,Bradley (County),10,0,0,0,28,14,83,8,33,802
Arkansas                      ,Calhoun (County),10,0,0,0,24,14,75,8,4,656
Arkansas                      ,Carroll (County),10,2,0,0,32,4,105,0,0,622
Arkansas                      ,Chicot (County),10,0,0,0,25,14,55,8,4,474
Arkansas                      ,Clark (County),10,0,0,0,24,14,98,0,4,714
Arkansas                      ,Clay (County),10,0,0,0,36,4,125,0,0,756
Arkansas                      ,Cleburne (County),10,2,0,0,12,4,122,0,12,750
Arkansas                      ,Cleveland (County),10,0,0,0,28,14,55,8,9,594
Arkansas                      ,Columbia (County),10,0,0,0,56,4,59,8,4,640
Arkansas                      ,Conway (County),10,2,0,0,49,14,137,0,12,976
Arkansas                      ,Craighead (County),10,0,0,0,40,4,102,0,31,822
Arkansas                      ,Crawford (County),10,2,0,0,49,4,105,0,24,912
Arkansas                      ,Crittenden (County),10,0,0,0,28,4,45,8,17,556
Arkansas                      ,Cross (County),10,0,0,0,28,4,115,0,1,734
Arkansas                      ,Dallas (County),10,0,0,0,32,14,69,0,9,642
Arkansas                      ,Desha (County),10,0,0,0,41,4,33,8,9,540
Arkansas                      ,Drew (County),10,0,0,0,20,14,52,8,9,548
Arkansas                      ,Faulkner (County),10,2,0,0,45,4,75,0,21,762
Arkansas                      ,Franklin (County),10,2,0,0,32,4,124,0,0,800
Arkansas                      ,Fulton (County),10,2,0,0,40,4,99,0,1,762
Arkansas                      ,Garland (County),10,2,0,0,36,14,47,0,4,592
Arkansas                      ,Grant (County),10,0,0,0,12,14,47,0,21,574
Arkansas                      ,Greene (County),10,0,0,0,36,4,122,0,16,832
Arkansas                      ,Hempstead (County),10,0,0,0,40,4,92,0,13,712
Arkansas                      ,Hot Spring (County),10,0,0,0,12,14,62,0,4,536
Arkansas                      ,Howard (County),10,0,0,0,40,4,61,0,25,640
Arkansas                      ,Independence (County),10,2,0,0,36,4,145,0,16,938
Arkansas                      ,Izard (County),10,2,0,0,72,4,117,0,4,930
Arkansas                      ,Jackson (County),10,2,0,0,44,4,162,0,30,1130
Arkansas                      ,Jefferson (County),10,0,0,0,77,4,58,0,9,774
Arkansas                      ,Johnson (County),10,2,0,0,37,4,80,0,8,692
Arkansas                      ,Lafayette (County),10,0,0,0,28,4,68,8,0,536
Arkansas                      ,Lawrence (County),10,0,0,0,24,4,105,0,0,630
Arkansas                      ,Lee (County),10,0,0,0,24,4,51,8,0,466
Arkansas                      ,Lincoln (County),10,0,0,0,30,14,77,8,9,694
Arkansas                      ,Little River (County),10,0,0,0,36,4,85,0,1,610
Arkansas                      ,Logan (County),10,2,0,0,49,4,52,0,16,662
Arkansas                      ,Lonoke (County),10,0,0,0,28,4,100,0,39,890
Arkansas                      ,Madison (County),10,2,0,0,73,4,116,0,0,928
Arkansas                      ,Marion (County),10,2,0,0,32,4,124,0,0,784
Arkansas                      ,Miller (County),10,0,0,0,20,4,79,0,26,634
Arkansas                      ,Mississippi (County),10,0,0,0,16,4,70,0,10,546
Arkansas                      ,Monroe (County),10,0,0,0,48,4,82,8,22,798
Arkansas                      ,Montgomery (County),10,2,0,0,40,14,72,0,12,682
Arkansas                      ,Nevada (County),10,0,0,0,8,4,109,0,8,670
Arkansas                      ,Newton (County),10,2,0,0,41,4,133,0,0,868
Arkansas                      ,Ouachita (County),10,0,0,0,36,4,90,8,25,800
Arkansas                      ,Ozark Test Tribe,10,0,0,0,0,0,0,0,0,46
Arkansas                      ,Perry (County),10,2,0,0,49,14,96,0,0,806
Arkansas                      ,Phillips (County),10,0,0,0,24,4,65,8,25,554
Arkansas                      ,Pike (County),10,0,0,0,44,4,76,0,12,664
Arkansas                      ,Poinsett (County),10,0,0,0,52,4,126,0,22,1008
Arkansas                      ,Polk (County),10,2,0,0,28,4,61,0,38,680
Arkansas                      ,Pope (County),10,2,0,0,22,4,65,0,12,548
Arkansas                      ,Prairie (County),10,0,0,0,12,14,97,0,4,636
Arkansas                      ,Pulaski (County),10,0,0,0,69,4,110,0,32,1072
Arkansas                      ,Randolph (County),10,2,0,0,36,4,137,0,0,808
Arkansas                      ,Saline (County),10,0,0,0,24,14,86,0,4,698
Arkansas                      ,Scott (County),10,2,0,0,28,4,69,0,12,610
Arkansas                      ,Searcy (County),10,2,0,0,29,4,96,0,0,720
Arkansas                      ,Sebastian (County),10,2,0,0,37,4,50,0,24,644
Arkansas                      ,Sevier (County),10,0,0,0,16,4,38,0,27,452
Arkansas                      ,Sharp (County),10,2,0,0,44,4,90,0,0,710
Arkansas                      ,St. Francis (County),10,0,0,0,44,4,75,0,2,640
Arkansas                      ,Stone (County),10,2,0,0,48,4,116,0,4,862
Arkansas                      ,Union (County),10,0,0,0,68,4,35,8,12,634
Arkansas                      ,Van Buren (County),10,2,0,0,16,14,114,0,4,774
Arkansas                      ,Washington (County),10,0,0,0,41,4,75,0,0,608
Arkansas                      ,White (County),10,2,0,0,24,4,148,0,16,946
Arkansas                      ,Woodruff (County),10,0,0,0,28,4,123,0,11,818
Arkansas                      ,Yell (County),10,2,0,0,49,4,53,0,12,620
California                    ,Agua Caliente Indian Reservation,0,0,0,0,0,0,0,0,0,34
California                    ,Alameda (County),9,2,12,24,72,2,84,0,0,908
California                    ,Alpine (County),9,2,0,2,56,2,43,0,0,472
California                    ,Amador (County),9,2,0,5,61,2,94,0,0,708
California                    ,Butte (County),9,2,0,76,57,2,99,0,0,1064
California                    ,Cahuilla Indian Reservation,0,0,0,0,0,0,9,0,0,34
California                    ,Calaveras (County),9,2,0,34,48,2,83,0,0,722
California                    ,Campo Indian Reservation,0,0,0,2,0,0,0,0,0,8
California                    ,Colusa (County),9,2,0,0,57,2,76,0,0,674
California                    ,Contra Costa (County),9,2,12,0,83,2,71,0,0,790
California                    ,Del Norte (County),9,0,0,10,72,2,69,0,0,758
California                    ,El Dorado (County),9,2,0,23,67,2,87,0,0,774
California                    ,Fresno (County),9,2,0,20,46,2,45,0,0,574
California                    ,Glenn (County),9,2,0,0,71,2,76,0,0,734
California                    ,Hoopa Valley Indian Reservation,0,0,0,2,0,0,18,0,0,132
California                    ,Hopland Rancheria (Indian Reservation),0,0,0,3,0,0,0,0,0,14
California                    ,Humboldt (County),9,0,12,3,119,2,85,0,0,1004
California                    ,Imperial (County),9,0,22,0,38,11,31,0,0,492
California                    ,Inyo (County),9,2,0,2,65,11,30,0,0,482
California                    ,Karuk Reservation,0,0,0,9,0,0,0,0,0,34
California                    ,Kern (County),9,2,2,42,68,11,65,0,0,930
California                    ,Kings (County),9,2,4,0,58,2,45,0,0,592
California                    ,La Jolla Indian Reservation,0,0,0,0,0,9,7,0,0,60
California                    ,Lake (County),9,2,0,80,49,2,99,0,0,1046
California                    ,Lassen (County),9,2,0,38,57,2,55,0,0,674
California                    ,Los Angeles (County),9,0,36,219,91,2,87,0,0,1934
California                    ,Madera (County),9,2,0,30,41,2,60,0,0,666
California                    ,Marin (County),9,2,12,0,93,2,107,0,0,990
California                    ,Mariposa (County),9,2,0,19,34,2,56,0,0,554
California                    ,Mendocino (County),9,2,0,47,109,2,96,0,0,1166
California                    ,Merced (County),9,2,0,0,41,2,63,0,0,588
California                    ,Modoc (County),9,2,0,2,78,2,55,0,0,610
California                    ,Mono (County),9,0,0,0,58,2,48,0,0,484
California                    ,Monterey (County),9,2,12,39,76,2,90,0,0,1094
California                    ,Morongo Indian Reservation,0,0,0,3,0,0,9,0,0,48
California                    ,Napa (County),9,2,17,73,67,2,108,0,0,1212
California                    ,Nevada (County),9,2,0,45,44,2,83,0,0,762
California                    ,Orange (County),9,0,16,106,102,2,59,0,0,1278
California                    ,Placer (County),9,2,0,32,50,2,64,0,0,684
California                    ,Plumas (County),9,2,0,36,71,2,64,0,0,762
California                    ,Resighini Rancheria (Indian Reservation),0,0,0,0,0,0,7,0,0,26
California                    ,Riverside (County),9,0,12,119,136,11,78,0,0,1600
California                    ,Rohnerville Rancheria (Indian Reservation),0,0,9,0,0,0,0,0,0,34
California                    ,Sacramento (County),9,2,12,0,86,2,81,0,0,846
California                    ,San Benito (County),9,2,12,0,39,2,60,0,0,592
California                    ,San Bernardino (County),9,0,14,128,129,2,83,0,0,1568
California                    ,San Diego (County),9,0,0,123,115,2,59,0,0,1352
California                    ,San Francisco (County),9,0,12,0,13,2,45,0,0,340
California                    ,San Joaquin (County),9,2,12,0,88,2,64,0,0,830
California                    ,San Luis Obispo (County),9,2,14,14,94,2,89,0,0,992
California                    ,San Mateo (County),9,2,12,20,61,2,76,0,0,816
California                    ,Santa Barbara (County),9,2,9,75,122,2,77,0,0,1286
California                    ,Santa Clara (County),9,2,12,36,48,2,66,0,0,792
California                    ,Santa Cruz (County),9,2,12,42,70,2,99,0,0,1064
California                    ,Shasta (County),9,2,0,86,73,2,70,0,0,1064
California                    ,Sierra (County),9,2,0,9,59,2,52,0,0,546
California                    ,Siskiyou (County),9,2,0,31,67,11,58,0,0,734
California                    ,Soboba Indian Reservation,0,0,0,0,9,0,25,0,0,128
California                    ,Solano (County),9,2,23,34,80,2,81,0,0,1032
California                    ,Sonoma (County),9,2,0,68,83,2,99,0,0,1162
California                    ,Stanislaus (County),9,2,0,18,46,2,55,0,0,628
California                    ,Sutter (County),9,2,0,0,56,2,76,0,0,678
California                    ,Tehama (County),9,2,0,15,92,2,58,0,0,812
California                    ,Trinity (County),9,2,0,46,90,2,94,0,0,1042
California                    ,Tulare (County),9,2,0,23,71,2,50,0,0,714
California                    ,Tule River Indian Reservation,0,0,0,0,9,0,0,0,0,34
California                    ,Tuolumne (County),9,2,0,23,65,2,66,0,0,672
California                    ,Ventura (County),9,0,12,135,110,2,77,0,0,1538
California                    ,Yolo (County),9,2,0,14,54,2,76,0,0,722
California                    ,Yuba (County),9,2,0,38,61,2,67,0,0,814
California                    ,Yurok Indian Reservation,0,0,0,2,0,0,0,0,0,10
Colorado                      ,Adams (County),9,0,0,6,50,0,0,2,12,344
Colorado                      ,Alamosa (County),9,0,0,6,20,0,0,1,0,164
Colorado                      ,Arapahoe (County),9,0,0,6,49,0,0,2,12,338
Colorado                      ,Archuleta (County),9,2,0,6,20,0,0,0,0,168
Colorado                      ,Baca (County),9,2,0,6,26,0,9,1,12,274
Colorado                      ,Bent (County),9,2,0,6,0,0,22,1,12,232
Colorado                      ,Boulder (County),9,0,0,34,50,0,0,2,0,410
Colorado                      ,Broomfield (County),9,0,0,0,2,0,0,2,0,70
Colorado                      ,Chaffee (County),9,0,0,6,0,0,0,1,0,86
Colorado                      ,Cheyenne (County),9,2,0,6,9,0,9,1,12,212
Colorado                      ,Clear Creek (County),9,0,0,6,36,0,0,1,0,228
